Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
82176.105,1102.3515,431.4851,273.9045,1.7098,0.7739,91062.8869,325.0575,0.7054,0.9722,0.8055,0.8004,0.0048,0.0014,0.6159,0.9775,BOMBAY
48428.2431,1087.4773,468.4807,184.6597,2.3904,0.9174,55459.1946,254.7918,0.5952,0.9692,0.6237,0.6601,0.0064,0.0012,0.4813,0.9635,CALI
43841.2372,1047.5408,373.3531,185.8439,1.8226,0.7932,53310.1568,249.9107,0.71,0.9639,0.7527,0.8145,0.0066,0.0017,0.5802,0.979,BARBUNYA
61793.1183,887.4816,352.2572,189.9663,1.5949,0.8992,66805.8515,268.4397,0.6591,0.9689,0.68,0.7556,0.0069,0.0022,0.5285,0.9632,BARBUNYA
37850.1112,1011.7161,367.6247,169.5785,2.4104,0.96,51223.7643,249.4679,0.5576,0.9763,0.5623,0.5553,0.009,0.0016,0.3645,0.9488,HOROZ
62971.4712,988.0477,445.696,173.8484,2.029,0.8803,44825.9643,281.0978,0.7382,0.9741,0.6127,0.6867,0.0085,0.0018,0.5016,0.9593,CALI
21586.454,709.3743,264.8321,160.7156,1.4288,0.6741,31553.0031,181.9601,0.7725,0.9836,0.895,0.9139,0.0067,0.0025,0.6748,0.9942,SEKER
35213.3834,1008.0298,434.4048,156.4973,2.4612,0.9617,59513.2087,277.6411,0.688,0.9816,0.4891,0.6052,0.0095,0.0016,0.3968,0.9413,HOROZ
33725.15,615.7213,186.2451,155.9563,1.4049,0.6388,22428.3588,175.5912,0.7208,0.9791,0.9382,0.8703,0.0069,0.0028,0.6771,0.9914,SEKER
52135.2792,947.7236,407.0757,187.4014,2.2493,0.9039,56012.1741,258.8551,0.6679,0.9504,0.6731,0.649,0.0065,0.0015,0.5127,0.9492,CALI
83108.7428,1078.7398,458.7402,247.1361,1.6362,0.7762,90364.8008,321.6495,0.7464,0.9724,0.8713,0.7506,0.0048,0.0012,0.6079,0.9806,BOMBAY
50493.1275,1050.2442,379.4198,151.5408,2.3163,0.8802,47058.0912,245.2296,0.6614,0.9549,0.6199,0.6728,0.0075,0.0011,0.5123,0.9781,CALI
77569.8248,1108.3365,391.3867,258.953,1.6314,0.8716,81319.0335,344.833,0.6341,0.9742,0.8409,0.7918,0.005,0.0012,0.5975,0.9833,BOMBAY
83740.8094,1030.04,432.8995,247.7088,1.6638,0.7799,81348.9425,333.8737,0.7263,0.9693,0.9132,0.7727,0.0057,0.0012,0.6222,0.9718,BOMBAY
65908.5941,966.5732,442.8181,157.2228,2.3615,0.9034,50631.2279,236.0583,0.7028,0.9392,0.6761,0.6303,0.0076,0.0019,0.4711,0.9602,CALI
98514.391,1123.9346,454.3533,267.5852,1.4826,0.7846,85228.7779,330.8354,0.7314,0.9709,0.8842,0.8048,0.0054,0.0014,0.6007,0.9784,BOMBAY
27204.017,620.9933,245.4092,159.8912,1.6185,0.7939,29663.3221,151.9246,0.771,0.969,0.8982,0.8375,0.011,0.0035,0.7679,0.9882,DERMASON
87529.9861,1071.8903,438.6147,260.3804,1.6514,0.8568,83165.7941,367.8615,0.7565,0.9749,0.8932,0.7862,0.0045,0.0009,0.5456,0.9759,BOMBAY
47406.4436,945.2699,391.4136,151.9051,2.5896,0.9332,33776.4494,213.4482,0.6675,0.9857,0.5378,0.5498,0.0086,0.0011,0.378,0.9486,HOROZ
56806.2969,1101.386,341.5003,179.9042,2.4225,0.8938,47284.6039,229.6207,0.6405,0.9498,0.5774,0.6796,0.0083,0.001,0.5459,0.9467,CALI
52457.0283,932.2049,375.6556,203.0997,2.2045,0.8345,47899.9232,279.368,0.7036,0.9617,0.7243,0.7588,0.0062,0.0016,0.5147,0.9798,BARBUNYA
55198.7965,907.0768,415.0301,177.0031,2.3053,0.9765,50280.1168,242.5556,0.7134,0.9538,0.6999,0.6823,0.0073,0.002,0.4784,0.9508,CALI
43924.9592,974.592,334.0268,214.6548,1.9817,0.8659,56933.3185,269.1673,0.6279,0.9634,0.8024,0.7424,0.0056,0.0013,0.5371,0.968,BARBUNYA
83693.3828,1148.5083,421.1321,232.1122,1.5555,0.7679,97352.483,339.8346,0.6988,0.9745,0.9185,0.8055,0.0047,0.0009,0.6001,0.9858,BOMBAY
21493.2629,671.5311,212.3576,159.2055,1.432,0.6605,17646.0822,179.2418,0.8196,0.9917,0.8653,0.8491,0.0097,0.0029,0.7348,0.9801,SEKER
24031.8048,599.4879,191.4082,153.109,1.2502,0.647,29205.8609,184.2282,0.7638,0.9678,0.906,0.8146,0.0087,0.0024,0.7339,0.9892,SEKER
26692.9874,585.2442,192.1086,169.7289,1.6066,0.7788,27004.4737,178.6302,0.7633,0.9595,0.8954,0.7741,0.0095,0.0034,0.6602,0.9755,DERMASON
62221.7097,1037.7452,434.2634,155.7271,2.1091,0.9305,65600.0177,238.2908,0.6386,0.9626,0.7049,0.6916,0.0085,0.0015,0.431,0.9702,CALI
90700.1125,1199.6876,414.0196,241.4368,1.5547,0.8158,87704.2443,346.8889,0.7065,0.9715,0.8652,0.7961,0.0052,0.0014,0.6078,0.9836,BOMBAY
53084.3525,1015.5941,354.5554,157.9618,2.3622,0.9248,65697.5949,282.4602,0.7559,0.9675,0.6173,0.6847,0.0078,0.0016,0.4026,0.9793,CALI
89670.2014,1126.5867,409.4996,227.3686,1.4927,0.7723,89687.6556,328.5207,0.8145,0.9631,0.9127,0.7976,0.0051,0.0011,0.5914,0.9716,BOMBAY
18334.8941,702.1036,214.6601,178.9149,1.3094,0.6946,39443.2742,170.6935,0.7102,0.9645,0.8889,0.8708,0.0096,0.0026,0.6399,0.9878,SEKER
88421.9839,1102.8802,417.0882,264.7073,1.6775,0.7666,97087.4394,342.4585,0.7302,0.9719,0.8146,0.7411,0.0051,0.0013,0.6539,0.9783,BOMBAY
30025.9653,534.7337,220.1932,132.8496,1.4028,0.8001,24095.7175,187.7709,0.7305,0.9715,0.7947,0.7563,0.0096,0.0029,0.7166,0.9721,DERMASON
49433.9671,1019.0622,398.395,212.7375,1.7846,0.8724,59875.1493,303.8132,0.7092,0.9694,0.6899,0.8093,0.0079,0.0015,0.6293,0.9616,BARBUNYA
65222.5564,1020.1903,404.611,121.1937,2.9038,0.9385,37324.649,247.7643,0.6799,0.984,0.5269,0.6474,0.0085,0.0014,0.3768,0.9586,HOROZ
69213.5158,930.8351,337.1107,194.3833,1.8253,0.928,62032.4835,262.8873,0.668,0.9524,0.7355,0.7389,0.0071,0.0013,0.5685,0.9725,BARBUNYA
26877.2998,697.9594,235.0064,151.4143,1.5819,0.699,19765.4201,187.2753,0.7732,0.9626,0.7999,0.7973,0.0079,0.0028,0.782,0.9812,DERMASON
51185.8848,915.0663,379.4799,150.0283,2.7189,0.9296,51338.2598,244.7152,0.7219,0.9725,0.4697,0.6185,0.0095,0.0011,0.3123,0.9416,HOROZ
35696.8902,1058.0519,392.8305,180.1654,2.024,0.862,53337.5237,298.8428,0.6087,0.9592,0.7014,0.7175,0.0075,0.0016,0.4027,0.952,CALI
57050.7521,1023.4839,408.9871,173.4575,2.3635,0.9171,63239.7743,233.6896,0.7068,0.9593,0.6551,0.632,0.0072,0.0015,0.5721,0.9504,CALI
44153.7377,1042.4485,427.0285,194.5074,2.4064,0.9276,62900.8198,254.4183,0.6618,0.9531,0.67,0.6236,0.007,0.0015,0.4399,0.9559,CALI
45265.1613,1063.3522,412.535,153.2206,3.0341,0.9748,49703.1702,246.7111,0.6454,0.9793,0.6316,0.589,0.0094,0.001,0.3517,0.9444,HOROZ
24335.9315,569.7277,239.2933,154.1139,1.3678,0.6281,25561.2985,201.3044,0.7999,0.9538,0.8304,0.8691,0.0078,0.0025,0.677,0.9833,SEKER
76967.6244,1159.0786,451.2182,264.8337,1.5861,0.7984,90015.7604,348.9957,0.7798,0.9759,0.8598,0.8013,0.0052,0.0015,0.6164,0.9711,BOMBAY
22807.6441,643.4652,210.9567,158.2789,1.3772,0.6589,26149.5594,174.2814,0.787,0.9607,0.8509,0.8883,0.0095,0.0032,0.7607,0.9787,DERMASON
26752.492,581.1635,222.12,162.0037,1.4033,0.6316,26418.7534,185.9722,0.8002,0.9678,0.8267,0.8627,0.0095,0.0025,0.7453,0.9952,SEKER
95704.1357,1103.4243,454.9419,276.9091,1.5908,0.7605,79837.5181,329.6779,0.6604,0.9651,0.8952,0.7683,0.0048,0.0013,0.5867,0.9801,BOMBAY
27676.3343,707.756,209.4004,144.1168,1.6252,0.7891,21197.6605,209.7296,0.7934,0.9645,0.8309,0.7895,0.0086,0.0025,0.6357,0.9793,DERMASON
36770.112,901.0893,440.8311,150.2955,2.8821,0.9415,53096.3445,235.1884,0.6435,0.9602,0.4359,0.5856,0.0097,0.001,0.3195,0.9498,HOROZ
21456.5581,677.8766,251.0762,158.9247,1.6517,0.798,30736.5744,178.5503,0.7817,0.9669,0.8529,0.7748,0.0082,0.0019,0.5885,0.9801,SIRA
36203.2802,891.7845,383.0598,157.3544,2.6495,0.9312,33215.6005,232.0505,0.6882,0.9613,0.5795,0.6164,0.0086,0.001,0.354,0.9647,HOROZ
94827.6873,1090.3209,414.4623,249.9971,1.777,0.7961,89669.3384,334.0723,0.6971,0.9742,0.8162,0.7316,0.0052,0.0012,0.6032,0.9805,BOMBAY
23273.2413,564.2986,212.7609,140.7679,1.452,0.6794,23728.598,188.3107,0.8312,0.9735,0.8467,0.8415,0.0082,0.0024,0.6344,0.9881,SEKER
59095.7977,966.1249,345.3311,180.7201,2.0057,0.815,56536.684,293.8346,0.6736,0.9633,0.7343,0.7153,0.0054,0.0023,0.5747,0.9734,BARBUNYA
65892.2412,1036.611,402.3997,164.2954,2.4238,0.8455,52865.72,234.3251,0.5894,0.9648,0.5737,0.6524,0.0087,0.0015,0.4445,0.9563,CALI
24455.9813,680.9157,278.0283,156.6319,1.1642,0.7371,24824.7567,152.8692,0.8245,0.9714,0.7836,0.8409,0.0104,0.0024,0.6407,0.9897,DERMASON
33058.2149,950.7394,436.4932,146.5102,2.6107,0.927,47085.7154,221.1206,0.6811,0.9531,0.5029,0.6108,0.0094,0.0007,0.2901,0.9417,HOROZ
51858.3723,822.8166,308.373,181.2908,1.5055,0.8303,45029.1231,288.7991,0.6811,0.9568,0.7868,0.698,0.0066,0.0017,0.5048,0.9728,BARBUNYA
92418.3978,1246.9796,409.9088,274.1289,1.7102,0.7752,96969.7513,377.7828,0.7704,0.9659,0.8758,0.7857,0.0047,0.0014,0.5606,0.9844,BOMBAY
62417.4209,1104.8592,373.0407,154.767,2.0509,0.8472,54033.2475,246.0454,0.729,0.975,0.7135,0.6702,0.0078,0.0015,0.4747,0.9672,CALI
22513.9261,604.6918,250.8396,163.0572,1.7489,0.7429,41284.4267,167.0937,0.6929,0.9635,0.7846,0.8299,0.011,0.0017,0.5742,0.9729,SIRA
47900.9115,926.2278,403.4519,193.4235,2.5615,0.8877,55737.9269,263.8235,0.6402,0.9583,0.5548,0.6454,0.007,0.0011,0.4858,0.9598,CALI
22783.8643,658.5078,235.7707,179.7937,1.3266,0.6559,31376.7148,205.5993,0.7696,0.9547,0.8614,0.8789,0.009,0.0031,0.8162,0.9878,SEKER
22780.3859,681.4636,247.4245,135.6718,1.5137,0.7079,29491.74,168.7729,0.7759,0.9791,0.7759,0.7718,0.0084,0.003,0.6849,0.9805,DERMASON
74296.0422,1163.8854,404.9174,275.6651,1.6938,0.7865,88536.0423,327.1252,0.7529,0.9766,0.8891,0.7962,0.0055,0.0014,0.6046,0.9805,BOMBAY
86756.6898,1213.3487,442.2153,260.4683,1.6392,0.7421,94188.3917,329.3769,0.7574,0.9683,0.8781,0.7776,0.0051,0.0013,0.6006,0.9757,BOMBAY
55281.473,1093.9356,383.0002,224.9136,1.7336,0.8297,52169.5057,277.7586,0.7286,0.9423,0.788,0.7117,0.0056,0.0015,0.5722,0.9638,BARBUNYA
37382.4964,683.2322,234.7216,152.4671,1.4221,0.78,32386.5231,157.5593,0.7988,0.9861,0.7785,0.7895,0.0083,0.002,0.5359,0.9783,SIRA
28407.5073,634.929,229.3834,175.2458,1.3674,0.6003,26796.2968,192.5226,0.771,0.9732,0.8011,0.825,0.0088,0.003,0.6825,0.9918,SEKER
45426.3452,1086.2361,445.01,150.2646,2.5536,0.9179,63964.2622,237.0843,0.5898,0.9491,0.5458,0.5888,0.0081,0.0011,0.3277,0.9419,HOROZ
34012.6441,1004.5475,357.2193,193.8526,2.1927,0.8655,60502.4821,264.6079,0.6197,0.9485,0.6731,0.7353,0.0055,0.0018,0.5267,0.9758,BARBUNYA
58006.5176,1115.2756,391.3421,192.6189,1.9224,0.8817,65867.2996,247.9056,0.6593,0.9589,0.7735,0.6272,0.0074,0.0012,0.4847,0.9533,CALI
20228.2812,629.8007,202.7626,113.3749,1.5773,0.8085,26236.197,196.73,0.8165,0.9452,0.8137,0.8318,0.0073,0.0024,0.7099,0.9815,DERMASON
65643.7691,995.1353,338.0244,197.5246,1.8257,0.9155,57040.5406,281.4157,0.6937,0.9771,0.7243,0.7737,0.0066,0.0017,0.5555,0.9862,BARBUNYA
90243.1664,1112.6213,433.7782,259.5645,1.6429,0.8013,99070.4284,317.1941,0.7304,0.9791,0.8627,0.7736,0.0047,0.0012,0.6213,0.9804,BOMBAY
28094.2004,596.522,262.8274,140.1256,1.4514,0.783,29717.1549,175.3783,0.7139,0.9677,0.7101,0.847,0.0081,0.0022,0.6887,0.9833,SIRA
23588.8109,614.9753,220.6268,160.8449,1.3901,0.6812,34364.9463,218.8382,0.7769,0.9608,0.828,0.8744,0.0067,0.0026,0.7397,0.9909,SEKER
24962.6498,644.9677,216.7973,130.9831,1.4029,0.6739,28461.6247,171.9285,0.7612,0.9814,0.864,0.8371,0.0087,0.0025,0.7734,0.9891,SEKER
88489.3269,1162.2592,404.7417,265.9556,1.7252,0.8096,90325.7347,325.6168,0.6854,0.9639,0.9347,0.789,0.0046,0.0008,0.5767,0.9788,BOMBAY
19526.7441,644.2063,257.0398,171.7311,1.6976,0.664,34701.7159,164.2293,0.7354,0.9715,0.7515,0.8015,0.0104,0.0025,0.6331,0.9833,SIRA
23528.3565,558.9409,248.3155,126.7844,1.6792,0.7111,26520.3927,174.3269,0.8217,0.9773,0.7559,0.7741,0.0087,0.0024,0.6664,0.9753,DERMASON
24941.6074,588.274,205.8804,146.2269,1.3303,0.6942,27159.5367,175.6124,0.7405,0.9735,0.8499,0.8188,0.0081,0.0026,0.6665,0.9941,SEKER
38803.8132,957.6285,392.1641,134.7687,3.1243,0.9292,55921.1765,210.3616,0.6298,0.9564,0.524,0.5969,0.0065,0.001,0.3467,0.9571,HOROZ
27910.9711,659.406,236.8291,152.3901,1.5467,0.8107,31160.1958,167.6741,0.7472,0.9686,0.8852,0.8717,0.008,0.0024,0.6143,0.9813,DERMASON
30271.4276,644.406,240.7751,169.7298,1.6822,0.706,35942.2503,199.2589,0.735,0.977,0.7217,0.7952,0.0077,0.0024,0.5455,0.9741,SIRA
58136.0087,870.2117,396.1811,192.4659,1.5835,0.7957,53145.4505,265.4964,0.6067,0.9688,0.7592,0.7739,0.0077,0.0017,0.5119,0.9758,BARBUNYA
59640.4915,943.0337,319.2408,214.0414,2.0606,0.8597,62483.8141,270.4572,0.5523,0.9522,0.7837,0.7918,0.0081,0.0019,0.5803,0.9629,BARBUNYA
54473.6295,1035.2259,427.9185,161.1884,2.4108,0.9116,54548.9238,236.6998,0.5826,0.9511,0.7154,0.675,0.0078,0.0017,0.4078,0.9675,CALI
24496.1319,628.4757,214.6083,128.3094,1.635,0.7582,19830.434,177.7929,0.7856,0.9893,0.8031,0.8378,0.0082,0.0023,0.6753,0.9837,DERMASON
52035.7804,1094.0567,351.8489,197.502,1.8425,0.8459,53146.0668,292.3638,0.6512,0.9547,0.8398,0.7549,0.0066,0.0019,0.6301,0.979,BARBUNYA
39423.5489,1181.1352,415.7309,167.0641,2.7388,0.9124,64652.8553,253.7467,0.6471,0.9801,0.6504,0.6479,0.009,0.0014,0.347,0.9694,HOROZ
26306.9423,634.0541,273.5963,144.5721,1.6225,0.6908,33715.5221,167.8671,0.7845,0.9616,0.8488,0.7209,0.0094,0.0025,0.5667,0.9782,SIRA
84739.6075,1107.046,430.1131,247.4556,1.526,0.7986,88998.4856,317.1817,0.716,0.9557,0.886,0.7605,0.005,0.0014,0.641,0.9828,BOMBAY
39007.3877,975.8108,413.8851,165.0713,3.0086,0.9263,45777.5464,244.3661,0.6637,0.976,0.5879,0.6333,0.0088,0.0011,0.3305,0.9494,HOROZ
39503.747,1147.864,444.7063,167.697,2.6749,0.9203,53800.203,198.6249,0.7226,0.9786,0.5051,0.6435,0.008,0.0011,0.3739,0.9415,HOROZ
29172.5279,611.6301,245.442,154.2199,1.2863,0.7305,30935.0653,173.2565,0.746,0.9706,0.7661,0.7623,0.0107,0.0032,0.6086,0.9842,SIRA
36579.5195,906.8832,379.2431,197.4934,1.6896,0.9031,69695.3276,239.5356,0.6823,0.9654,0.8408,0.6549,0.0071,0.0017,0.5596,0.967,BARBUNYA
81593.6412,1181.8219,427.0287,276.6779,1.6456,0.7723,89308.9286,329.9928,0.6968,0.9687,0.824,0.7752,0.0047,0.0015,0.5893,0.9816,BOMBAY
27772.7725,575.552,213.5108,165.228,1.4937,0.7853,26823.3171,181.7641,0.7257,0.9683,0.7421,0.7815,0.0108,0.0023,0.5593,0.9679,DERMASON
94235.5841,1201.6103,394.3326,272.7791,1.5319,0.7577,101338.6042,329.9672,0.6666,0.9637,0.8878,0.7909,0.005,0.001,0.6111,0.9842,BOMBAY
54782.0208,1019.1833,390.6542,171.7701,2.4656,0.896,63101.7029,276.5197,0.638,0.9692,0.65,0.6565,0.0072,0.0012,0.5257,0.9754,CALI
50324.7473,944.5952,430.3268,138.1473,2.3964,0.9217,43492.0555,269.5399,0.6703,0.9728,0.5956,0.6028,0.01,0.0014,0.4446,0.9427,HOROZ
87077.9337,1161.3343,411.549,240.3789,1.4994,0.7336,81027.0616,329.5605,0.8177,0.9689,0.8236,0.7579,0.0051,0.0013,0.6116,0.9843,BOMBAY
52434.9423,1032.4679,336.0231,189.5854,2.063,0.9239,60431.6309,246.7271,0.6164,0.95,0.6205,0.6672,0.0076,0.0016,0.5222,0.9611,CALI
22142.4362,601.0761,218.1959,143.7012,1.4042,0.7765,23249.0741,184.7279,0.7038,0.9694,0.8393,0.7919,0.0107,0.0027,0.6264,0.9808,DERMASON
38045.0626,1140.7102,398.9172,187.3051,2.4175,0.8849,52995.4743,266.914,0.6264,0.9704,0.5925,0.7028,0.0073,0.0014,0.4128,0.9597,CALI
23361.273,643.8642,210.1223,160.1648,1.6369,0.7143,24123.0166,162.5596,0.7861,0.9567,0.8362,0.8244,0.0086,0.0031,0.5372,0.977,DERMASON
53736.3711,884.3085,374.3601,204.0318,1.8631,0.8513,69699.6737,300.2708,0.7256,0.9565,0.7781,0.6845,0.0066,0.0024,0.5469,0.9699,BARBUNYA
52878.8776,960.8754,366.3475,151.7533,3.1048,0.921,43743.8819,236.8053,0.5998,0.995,0.539,0.6378,0.0092,0.0007,0.3443,0.9528,HOROZ
85800.9523,1099.1173,432.2855,265.0195,1.7523,0.7706,84904.416,330.7598,0.6555,0.9762,0.9024,0.7807,0.0048,0.0014,0.6113,0.9861,BOMBAY
51970.3742,943.9632,419.4667,143.8424,2.6066,0.913,52886.0965,239.8149,0.7001,0.9666,0.5684,0.5834,0.0077,0.0008,0.4909,0.9398,HOROZ
51248.4324,1004.9532,403.3289,164.0243,2.0749,0.9121,48261.0956,247.5066,0.6615,0.9532,0.5743,0.6477,0.008,0.0017,0.4188,0.9613,CALI
15062.181,702.4236,241.9726,147.2347,1.5101,0.7269,23087.9686,154.2641,0.672,0.9667,0.7407,0.7103,0.0096,0.0033,0.5725,0.9783,SIRA
52426.0252,854.1609,316.0611,202.7652,1.7058,0.8428,59493.1079,283.5094,0.5851,0.959,0.7636,0.7261,0.0067,0.0016,0.5254,0.9791,BARBUNYA
21427.4766,670.2668,218.7079,128.1478,1.271,0.7618,14828.8031,168.3207,0.7942,0.9533,0.7821,0.7327,0.008,0.0026,0.6431,1.0,SIRA
50478.1434,1064.5351,410.5796,161.3816,2.6505,0.9341,40348.4707,228.212,0.6604,0.9752,0.591,0.6366,0.0082,0.0015,0.3984,0.9372,HOROZ
22215.9517,653.5195,218.0397,150.7134,1.4956,0.7352,29043.5702,172.0601,0.7168,0.9623,0.8257,0.7661,0.0086,0.0034,0.5156,0.9802,DERMASON
69797.8864,1156.5383,434.0888,267.0389,1.6158,0.7765,74079.4667,307.6185,0.7678,0.9787,0.8326,0.7432,0.0041,0.001,0.6097,0.9858,BOMBAY
23174.0903,679.9777,229.3468,155.3959,1.3964,0.8569,25909.8196,188.2366,0.6662,0.9739,0.8299,0.8217,0.0091,0.0031,0.5873,0.9814,SIRA
85122.0521,1130.2763,434.1802,254.4129,1.7709,0.7948,86789.5496,346.6385,0.6758,0.9763,0.8261,0.8157,0.0044,0.0011,0.6005,0.9841,BOMBAY
31262.2114,585.396,221.7261,133.3284,1.56,0.754,26176.3462,177.2252,0.7453,0.9631,0.8241,0.7799,0.0089,0.0027,0.7123,0.9848,DERMASON
23945.5374,562.1778,241.8407,166.544,1.4276,0.6046,29063.9731,185.709,0.7565,0.9562,0.8677,0.8239,0.0084,0.0027,0.7031,0.9944,SEKER
49791.7861,937.3194,383.2872,167.3562,2.4461,0.9608,42513.2482,244.2653,0.6884,0.9551,0.5828,0.6391,0.0098,0.0008,0.4158,0.947,HOROZ
45639.8978,956.4204,385.0201,162.0352,2.4783,0.9405,45245.3934,262.6867,0.6314,0.97,0.5985,0.6413,0.01,0.0009,0.3697,0.9661,HOROZ
29525.9079,555.093,222.3621,151.2718,1.3139,0.6996,25818.0005,173.4325,0.7392,0.9728,0.8696,0.8173,0.0075,0.0026,0.7403,0.9848,SEKER
27047.2264,620.146,253.0272,146.6453,1.2972,0.6501,26078.9898,168.9159,0.7762,0.9714,0.8374,0.8981,0.0069,0.0022,0.7388,0.989,SEKER
25530.4463,616.5037,232.2307,146.6329,1.7122,0.7967,25292.4027,171.6513,0.762,0.9695,0.8889,0.7905,0.0081,0.0033,0.7405,0.9899,DERMASON
65737.3779,980.5513,416.3707,173.1565,2.3061,0.9124,44962.6189,271.0633,0.6744,0.9617,0.624,0.6695,0.0073,0.0014,0.4187,0.9558,CALI
96621.7742,1105.3637,456.4004,263.2419,1.6046,0.7891,74375.7045,318.0216,0.73,0.9722,0.8621,0.7768,0.005,0.0017,0.6558,0.9808,BOMBAY
22488.6035,653.1683,228.1291,175.1053,1.3478,0.7394,29941.7636,176.2527,0.81,0.9663,0.9065,0.847,0.0084,0.0027,0.7707,0.9896,SEKER
20051.2856,586.7112,288.434,154.4058,1.6387,0.6126,31250.6745,201.0369,0.6611,0.9478,0.7636,0.7977,0.0096,0.0018,0.676,0.9771,SIRA
83485.9721,1249.1667,432.587,282.6905,1.7344,0.7711,87748.7221,328.4246,0.7076,0.9699,0.8288,0.7823,0.0049,0.0009,0.5976,0.9774,BOMBAY
29399.5653,727.7587,245.7088,138.5043,1.6537,0.7094,30328.2319,195.2193,0.652,0.9858,0.8328,0.831,0.0094,0.0022,0.6183,0.99,SIRA
28300.5492,576.6173,228.5119,150.3009,1.7037,0.7912,31721.862,184.1668,0.6967,0.9653,0.7785,0.7926,0.0089,0.0037,0.797,0.9889,DERMASON
24062.9138,572.9723,218.7572,140.053,1.6256,0.7989,28081.5247,164.1974,0.7529,0.9708,0.8216,0.8574,0.0093,0.0027,0.6481,0.9784,DERMASON
45687.7177,1080.4308,379.9723,156.9689,2.5646,0.9322,43560.1638,261.765,0.694,0.977,0.6597,0.6477,0.0086,0.0013,0.3934,0.9452,HOROZ
30695.5616,578.4111,219.5355,153.5176,1.518,0.7252,31758.2023,192.1713,0.7415,0.9674,0.7794,0.7457,0.0099,0.0031,0.6802,0.9906,DERMASON
23171.66,550.4208,226.0272,154.9339,1.4274,0.6962,28801.4771,196.849,0.7826,0.9628,0.8392,0.8675,0.0072,0.003,0.7557,0.9898,SEKER
31975.6168,621.4527,177.1554,166.7071,1.3058,0.6344,32812.1199,176.9703,0.7316,0.9901,0.9072,0.84,0.0075,0.0026,0.7989,0.9851,SEKER
25642.8217,598.3911,257.7384,144.9769,1.6566,0.7864,27876.467,184.1498,0.7739,0.9823,0.7406,0.8446,0.0098,0.0023,0.6681,0.9824,DERMASON
27651.4498,611.6534,222.6459,156.7682,1.2749,0.7264,28171.9443,146.1888,0.7446,0.9617,0.9092,0.8487,0.0098,0.0021,0.6662,0.9953,SEKER
37310.7858,1172.6006,473.8232,144.6248,2.3103,0.947,44823.1786,230.8748,0.6927,0.9567,0.4999,0.5885,0.009,0.0009,0.3699,0.9612,HOROZ
90481.8218,1160.5709,454.7116,279.4141,1.6028,0.7583,78735.6831,337.291,0.7715,0.9723,0.8597,0.7714,0.0051,0.0014,0.623,0.9823,BOMBAY
55355.3488,994.3928,385.3961,166.6323,2.0144,0.8862,69988.8768,245.6625,0.7316,0.9702,0.6477,0.6928,0.0064,0.0016,0.5124,0.9648,CALI
72345.3601,1078.8597,393.8893,206.0901,1.6516,0.7924,58128.9174,279.127,0.726,0.9685,0.8298,0.7967,0.0066,0.0012,0.6105,0.9678,BARBUNYA
45281.0544,991.0801,469.6544,169.8947,2.8049,0.9334,52801.3748,229.2131,0.6836,0.9697,0.6126,0.5623,0.0091,0.0016,0.3472,0.9558,HOROZ
18665.556,612.941,233.5152,148.3943,1.8015,0.8228,23813.2661,170.923,0.8138,0.9826,0.8211,0.7716,0.01,0.0032,0.6169,0.9827,DERMASON
54348.7153,953.1807,352.2582,208.9241,1.9188,0.862,78185.0421,277.6963,0.5915,0.946,0.757,0.7044,0.0064,0.0022,0.5548,0.9579,BARBUNYA
26515.4326,605.6134,216.9602,139.2539,1.4197,0.6342,23367.8499,161.3544,0.8164,0.9686,0.916,0.8582,0.0066,0.0023,0.7579,0.9862,SEKER
29557.9131,590.0949,256.8355,141.0019,1.5094,0.7058,27982.9712,165.1577,0.7978,0.9613,0.9103,0.7257,0.0087,0.0029,0.7821,0.9908,DERMASON
25454.0393,587.204,199.7758,170.1921,1.5566,0.7297,28262.6247,196.6118,0.7826,0.9674,0.8745,0.8399,0.0061,0.0024,0.6785,0.9924,SEKER
37770.3463,950.0574,304.9276,202.1273,1.9649,0.8495,55453.0361,287.4659,0.6769,0.9612,0.76,0.6724,0.0063,0.0018,0.5199,0.9683,BARBUNYA
48652.5513,1068.89,434.1646,143.5175,2.9659,0.8744,43399.1938,234.2555,0.7275,1.0,0.4965,0.6293,0.009,0.0007,0.3394,0.9457,HOROZ
84934.4811,1156.7273,442.8695,274.5099,1.6829,0.7391,87397.0154,335.1182,0.6889,0.9777,0.8069,0.7786,0.0046,0.0014,0.6045,0.9829,BOMBAY
41259.8728,899.0365,415.8465,163.3309,2.6255,0.9183,42816.6725,215.9564,0.6176,0.9662,0.5305,0.5832,0.0066,0.0011,0.4111,0.9458,HOROZ
70056.6158,1134.4508,428.5701,246.5317,1.4949,0.7797,87960.6654,310.2648,0.6907,0.9667,0.8129,0.7716,0.0046,0.0019,0.6784,0.9764,BOMBAY
20108.4574,622.327,205.597,153.717,1.2747,0.81,31004.1394,175.0022,0.7576,0.9718,0.8457,0.8946,0.0099,0.0027,0.5242,0.9593,DERMASON
49992.6889,1032.1866,410.1635,170.8055,2.6819,0.9119,55698.3369,193.715,0.6541,0.97,0.5645,0.6104,0.0069,0.001,0.4123,0.9426,HOROZ
