checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target
no checking,51,existing paid,business,809,no known savings,1<=X<4,4,female div/dep/mar,none,4,car,69,none,rent,2,skilled,1,yes,yes,good
<0,48,existing paid,radio/tv,1983,<100,<1,4,female div/dep/mar,none,1,car,31,none,own,1,skilled,1,yes,yes,good
>=200,57,critical/other existing credit,business,9111,<100,>=7,4,male single,none,3,real estate,73,bank,own,1,skilled,1,none,yes,good
0<=X<200,49,existing paid,radio/tv,1792,<100,unemployed,4,male mar/wid,none,4,life insurance,40,stores,rent,1,skilled,1,yes,yes,good
no checking,34,delayed previously,used car,9713,500<=X<1000,1<=X<4,3,male mar/wid,none,3,car,41,none,own,2,unskilled resident,1,none,yes,bad
<0,40,all paid,furniture/equipment,2665,<100,1<=X<4,2,male single,none,4,car,54,none,own,1,unskilled resident,2,none,yes,good
no checking,19,all paid,radio/tv,11233,100<=X<500,1<=X<4,3,male single,none,4,real estate,61,none,own,1,skilled,1,yes,yes,good
no checking,49,critical/other existing credit,new car,13155,<100,<1,1,female div/dep/mar,guarantor,2,no known property,68,bank,for free,2,skilled,2,none,yes,bad
>=200,49,all paid,radio/tv,5637,<100,>=7,2,male mar/wid,none,4,real estate,68,none,own,2,skilled,1,none,yes,good
no checking,64,all paid,business,8437,<100,<1,2,male mar/wid,none,2,real estate,28,bank,own,2,skilled,1,none,yes,good
no checking,49,no credits/all paid,new car,6893,<100,4<=X<7,3,female div/dep/mar,none,2,real estate,35,none,for free,1,unskilled resident,1,none,yes,good
no checking,54,critical/other existing credit,radio/tv,15917,<100,<1,1,female div/dep/mar,none,1,real estate,48,none,own,1,skilled,1,none,yes,good
<0,65,critical/other existing credit,business,11496,no known savings,<1,1,female div/dep/mar,none,2,real estate,31,none,own,1,skilled,2,none,yes,good
>=200,38,existing paid,business,2708,no known savings,>=7,4,female div/dep/mar,none,2,no known property,48,none,rent,1,unskilled resident,1,none,yes,good
no checking,45,existing paid,business,6278,no known savings,<1,4,male single,none,4,life insurance,75,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,48,existing paid,radio/tv,5697,<100,>=7,4,male single,none,4,real estate,64,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,71,critical/other existing credit,business,2198,no known savings,1<=X<4,4,female div/dep/mar,none,2,real estate,48,none,own,1,unskilled resident,1,none,yes,good
no checking,50,delayed previously,radio/tv,6556,<100,<1,1,female div/dep/mar,none,4,car,25,none,own,2,skilled,1,yes,yes,good
no checking,33,existing paid,new car,8501,<100,>=7,2,male mar/wid,none,1,no known property,28,none,own,2,skilled,1,none,yes,good
0<=X<200,27,existing paid,furniture/equipment,8342,<100,1<=X<4,1,male single,none,2,real estate,53,bank,for free,2,skilled,1,none,yes,bad
<0,69,existing paid,radio/tv,12613,<100,>=7,4,male single,none,4,real estate,20,bank,own,2,skilled,1,none,yes,good
no checking,46,delayed previously,used car,14316,100<=X<500,<1,4,female div/dep/mar,none,4,real estate,48,none,rent,2,skilled,1,yes,yes,bad
no checking,37,critical/other existing credit,radio/tv,16379,<100,>=7,2,male mar/wid,none,4,real estate,37,none,own,2,skilled,1,yes,yes,good
<0,26,existing paid,radio/tv,16026,<100,unemployed,2,male single,none,2,real estate,57,none,own,1,unskilled resident,1,none,yes,good
no checking,64,no credits/all paid,new car,439,100<=X<500,1<=X<4,4,female div/dep/mar,none,4,life insurance,55,none,own,3,skilled,1,none,yes,good
no checking,40,all paid,radio/tv,12002,<100,>=7,4,female div/dep/mar,none,4,real estate,21,none,for free,1,skilled,1,none,yes,bad
0<=X<200,16,critical/other existing credit,radio/tv,7732,<100,>=7,4,female div/dep/mar,none,4,car,43,none,own,1,skilled,1,none,yes,good
>=200,10,existing paid,furniture/equipment,16929,<100,>=7,2,female div/dep/mar,none,2,real estate,52,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,45,critical/other existing credit,new car,1049,no known savings,>=7,2,male single,co applicant,3,no known property,73,none,own,2,skilled,1,none,yes,bad
<0,41,delayed previously,new car,10184,no known savings,>=7,4,male mar/wid,none,4,no known property,40,none,own,2,unskilled resident,2,yes,yes,good
0<=X<200,55,existing paid,furniture/equipment,9038,<100,<1,4,male single,none,4,car,56,none,own,1,skilled,1,none,yes,good
no checking,47,existing paid,business,10159,<100,1<=X<4,4,male single,none,2,life insurance,32,bank,own,1,skilled,1,yes,yes,good
<0,67,existing paid,new car,12665,<100,1<=X<4,3,male single,none,3,life insurance,57,none,own,2,unskilled resident,1,yes,yes,good
0<=X<200,16,existing paid,radio/tv,11040,>=1000,1<=X<4,3,male single,guarantor,2,life insurance,72,bank,own,2,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,31,critical/other existing credit,new car,14096,<100,1<=X<4,4,male single,guarantor,3,car,20,bank,own,1,unskilled resident,1,yes,yes,bad
0<=X<200,4,delayed previously,used car,4964,<100,1<=X<4,2,female div/dep/mar,none,2,life insurance,50,none,own,1,skilled,1,yes,yes,good
no checking,46,existing paid,education,11658,<100,<1,2,male single,none,1,no known property,61,none,own,2,skilled,1,none,yes,good
0<=X<200,45,all paid,radio/tv,3089,<100,4<=X<7,4,male single,none,3,no known property,71,none,own,1,unskilled resident,1,none,yes,good
0<=X<200,53,critical/other existing credit,new car,3763,<100,<1,2,female div/dep/mar,none,2,life insurance,21,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
no checking,63,critical/other existing credit,furniture/equipment,13851,no known savings,1<=X<4,3,male single,none,2,car,59,none,own,1,skilled,1,none,yes,good
0<=X<200,4,existing paid,new car,1385,<100,1<=X<4,4,male single,none,2,real estate,26,none,own,1,skilled,2,none,yes,bad
<0,54,critical/other existing credit,furniture/equipment,12163,<100,>=7,4,male mar/wid,co applicant,1,real estate,44,none,own,1,skilled,2,none,yes,bad
0<=X<200,19,existing paid,radio/tv,10351,>=1000,4<=X<7,3,male single,none,4,life insurance,50,none,for free,1,unskilled resident,2,yes,yes,good
<0,42,existing paid,new car,6798,no known savings,4<=X<7,3,male single,none,3,real estate,29,none,rent,1,skilled,1,yes,yes,good
<0,18,critical/other existing credit,used car,4766,<100,<1,4,male single,co applicant,4,no known property,68,none,for free,1,skilled,1,yes,yes,good
0<=X<200,36,critical/other existing credit,furniture/equipment,4352,<100,1<=X<4,4,male single,none,2,real estate,19,none,rent,2,skilled,1,none,yes,good
0<=X<200,56,delayed previously,business,16467,<100,<1,4,male single,none,4,life insurance,33,bank,rent,1,high qualif/self emp/mgmt,1,none,yes,bad
no checking,20,existing paid,business,18182,no known savings,1<=X<4,3,male single,none,3,car,22,none,own,2,skilled,1,none,yes,good
0<=X<200,9,existing paid,new car,4761,<100,1<=X<4,2,male single,none,3,car,22,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
>=200,34,critical/other existing credit,radio/tv,14274,no known savings,unemployed,4,male single,none,3,life insurance,46,none,own,2,skilled,2,none,yes,good
no checking,72,existing paid,furniture/equipment,11663,100<=X<500,1<=X<4,4,male single,guarantor,4,no known property,28,bank,own,1,skilled,1,none,yes,good
<0,43,existing paid,furniture/equipment,16569,<100,>=7,4,male single,co applicant,3,car,29,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,33,existing paid,radio/tv,12965,<100,>=7,1,female div/dep/mar,none,2,life insurance,68,none,for free,1,skilled,1,none,yes,good
<0,72,existing paid,business,8225,<100,1<=X<4,3,female div/dep/mar,none,2,real estate,41,none,own,1,high qualif/self emp/mgmt,2,yes,yes,bad
no checking,10,existing paid,business,12871,<100,unemployed,3,male div/sep,none,4,life insurance,65,none,own,2,skilled,1,yes,yes,good
<0,16,critical/other existing credit,radio/tv,10761,<100,<1,4,male single,co applicant,3,car,21,bank,rent,2,unskilled resident,1,yes,yes,good
0<=X<200,7,existing paid,furniture/equipment,10808,100<=X<500,1<=X<4,4,female div/dep/mar,none,1,car,57,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad
<0,53,existing paid,radio/tv,776,no known savings,>=7,3,female div/dep/mar,none,2,car,57,none,own,1,skilled,1,yes,yes,bad
no checking,6,existing paid,used car,2003,<100,<1,1,male single,none,3,life insurance,35,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,15,critical/other existing credit,radio/tv,14906,500<=X<1000,>=7,3,female div/dep/mar,none,4,real estate,40,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
>=200,68,delayed previously,furniture/equipment,10470,<100,<1,1,male single,none,1,real estate,70,bank,own,3,unskilled resident,2,yes,yes,good
<0,30,existing paid,radio/tv,18288,<100,>=7,4,female div/dep/mar,none,2,life insurance,45,none,own,2,skilled,1,none,yes,good
no checking,53,critical/other existing credit,used car,12991,<100,1<=X<4,4,male mar/wid,co applicant,4,car,74,none,for free,1,skilled,1,yes,yes,bad
<0,20,critical/other existing credit,new car,5091,100<=X<500,>=7,3,male single,co applicant,4,car,34,bank,rent,1,skilled,1,yes,yes,good
no checking,35,critical/other existing credit,business,4291,no known savings,1<=X<4,3,male single,none,2,life insurance,34,none,own,1,skilled,2,yes,yes,bad
<0,54,critical/other existing credit,new car,9215,100<=X<500,4<=X<7,4,male single,none,4,life insurance,58,none,own,2,skilled,2,none,yes,good
<0,20,existing paid,furniture/equipment,14668,<100,<1,2,male single,none,3,life insurance,21,bank,own,1,skilled,1,none,yes,good
<0,37,critical/other existing credit,new car,4667,<100,<1,2,female div/dep/mar,none,3,life insurance,70,none,rent,2,skilled,2,none,yes,good
0<=X<200,38,existing paid,new car,9227,<100,>=7,4,male div/sep,none,4,real estate,65,bank,own,1,unskilled resident,1,none,yes,good
>=200,27,critical/other existing credit,new car,14837,<100,>=7,4,male div/sep,co applicant,4,real estate,51,none,own,1,skilled,1,yes,yes,good
<0,57,critical/other existing credit,new car,698,no known savings,>=7,4,male single,none,2,real estate,60,none,rent,1,skilled,1,yes,yes,good
no checking,21,critical/other existing credit,education,4835,>=1000,4<=X<7,2,male single,none,2,real estate,20,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,53,delayed previously,used car,13001,100<=X<500,>=7,2,male single,co applicant,2,real estate,57,none,own,2,skilled,1,none,yes,bad
0<=X<200,49,existing paid,business,8358,<100,<1,1,male div/sep,guarantor,1,real estate,64,none,for free,1,unskilled resident,1,yes,yes,good
0<=X<200,51,existing paid,radio/tv,15784,<100,1<=X<4,2,male single,none,1,car,66,none,own,1,skilled,2,yes,yes,bad
0<=X<200,36,critical/other existing credit,furniture/equipment,11693,<100,1<=X<4,4,male single,none,2,life insurance,45,bank,own,1,unskilled resident,1,yes,yes,good
>=200,30,critical/other existing credit,radio/tv,544,<100,4<=X<7,2,male single,none,4,no known property,33,none,rent,1,high qualif/self emp/mgmt,1,none,yes,bad
<0,4,all paid,furniture/equipment,1488,<100,1<=X<4,4,male single,none,4,real estate,25,none,own,2,unskilled resident,1,none,yes,bad
<0,62,existing paid,radio/tv,15571,100<=X<500,<1,2,female div/dep/mar,none,3,life insurance,63,none,own,1,skilled,1,none,yes,good
no checking,13,existing paid,used car,16324,100<=X<500,4<=X<7,3,male single,none,3,life insurance,75,none,for free,2,skilled,2,yes,yes,bad
no checking,28,critical/other existing credit,furniture/equipment,13299,<100,>=7,4,male single,guarantor,1,real estate,60,none,rent,2,skilled,1,yes,yes,good
0<=X<200,60,critical/other existing credit,retraining,3066,<100,1<=X<4,2,female div/dep/mar,none,2,car,27,none,own,2,unskilled resident,2,yes,yes,bad
<0,69,existing paid,business,1348,<100,<1,3,female div/dep/mar,none,1,real estate,59,bank,own,1,skilled,1,none,yes,good
no checking,18,existing paid,retraining,14929,<100,<1,2,male single,none,4,no known property,24,none,own,1,skilled,1,none,yes,good
0<=X<200,31,critical/other existing credit,furniture/equipment,1987,no known savings,1<=X<4,1,male single,none,2,no known property,74,bank,own,2,skilled,1,yes,yes,good
<0,16,critical/other existing credit,radio/tv,3015,<100,1<=X<4,3,male single,none,4,car,75,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
<0,17,existing paid,furniture/equipment,17856,<100,4<=X<7,3,female div/dep/mar,none,4,car,30,bank,rent,2,skilled,1,yes,yes,good
no checking,69,existing paid,furniture/equipment,14480,<100,4<=X<7,4,male single,none,2,car,48,bank,rent,1,skilled,1,yes,yes,bad
no checking,37,existing paid,new car,11684,no known savings,4<=X<7,4,male single,none,2,life insurance,73,none,own,1,skilled,1,none,yes,bad
<0,28,existing paid,radio/tv,12341,<100,1<=X<4,3,male single,none,4,car,38,none,own,1,unskilled resident,1,yes,yes,good
<0,57,existing paid,new car,660,<100,>=7,1,male single,none,4,real estate,38,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
<0,15,delayed previously,used car,5036,<100,<1,4,female div/dep/mar,none,4,real estate,72,none,own,1,skilled,1,none,yes,bad
no checking,12,critical/other existing credit,education,9319,500<=X<1000,1<=X<4,1,male single,none,2,life insurance,64,none,own,1,unskilled resident,1,none,yes,good
<0,34,delayed previously,new car,17420,no known savings,>=7,4,female div/dep/mar,none,4,car,45,bank,own,2,skilled,1,none,yes,good
<0,56,critical/other existing credit,new car,6085,<100,<1,4,male mar/wid,none,2,no known property,38,none,for free,1,skilled,1,none,yes,good
no checking,46,existing paid,new car,2236,no known savings,<1,2,male single,co applicant,4,real estate,25,none,rent,1,skilled,1,yes,yes,bad
<0,41,existing paid,business,8376,no known savings,>=7,4,male single,co applicant,4,car,58,none,own,1,skilled,2,none,yes,bad
no checking,45,no credits/all paid,furniture/equipment,9320,no known savings,1<=X<4,4,male single,none,4,real estate,58,none,own,1,unskilled resident,2,none,yes,good
<0,51,existing paid,furniture/equipment,7550,100<=X<500,4<=X<7,4,male mar/wid,none,2,life insurance,48,none,own,1,skilled,1,none,yes,good
<0,70,critical/other existing credit,repairs,15798,100<=X<500,unemployed,2,male single,none,4,life insurance,26,none,own,1,skilled,1,none,yes,bad
<0,69,critical/other existing credit,education,2653,<100,4<=X<7,4,male single,none,2,life insurance,20,bank,own,1,unskilled resident,1,none,yes,bad
no checking,19,existing paid,used car,8512,500<=X<1000,1<=X<4,4,male single,none,1,real estate,32,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
no checking,19,existing paid,radio/tv,10752,<100,unemployed,2,male single,none,2,life insurance,28,none,rent,1,unskilled resident,2,none,yes,good
no checking,34,critical/other existing credit,radio/tv,6951,100<=X<500,4<=X<7,4,male single,co applicant,4,car,68,none,own,2,skilled,2,none,yes,good
0<=X<200,61,existing paid,radio/tv,3545,<100,1<=X<4,1,female div/dep/mar,none,4,life insurance,36,none,own,1,skilled,2,none,no,good
no checking,31,existing paid,new car,15937,500<=X<1000,1<=X<4,1,male single,none,1,life insurance,36,bank,own,1,skilled,1,none,yes,good
<0,7,critical/other existing credit,education,13125,no known savings,<1,4,female div/dep/mar,none,4,no known property,34,stores,rent,1,unskilled resident,2,none,yes,bad
0<=X<200,13,existing paid,radio/tv,2371,<100,<1,4,male mar/wid,none,2,car,70,none,own,1,unskilled resident,1,none,yes,good
no checking,54,existing paid,used car,3832,no known savings,1<=X<4,4,female div/dep/mar,none,2,life insurance,23,none,own,1,unskilled resident,1,yes,yes,bad
<0,21,existing paid,furniture/equipment,14727,<100,<1,4,male mar/wid,none,2,real estate,70,bank,own,1,unskilled resident,1,yes,yes,good
<0,50,critical/other existing credit,new car,10071,no known savings,>=7,1,male single,none,3,no known property,49,none,rent,2,skilled,1,none,yes,bad
<0,35,existing paid,new car,5950,<100,unemployed,2,male single,none,3,car,55,none,rent,1,skilled,1,none,yes,good
<0,33,no credits/all paid,radio/tv,7482,<100,1<=X<4,4,male single,none,3,real estate,38,none,own,2,skilled,1,yes,yes,good
<0,39,critical/other existing credit,new car,4538,no known savings,<1,2,female div/dep/mar,none,4,real estate,41,none,rent,1,skilled,1,yes,yes,good
>=200,12,no credits/all paid,furniture/equipment,1335,<100,1<=X<4,4,male single,none,2,car,50,none,own,1,skilled,2,none,yes,good
0<=X<200,39,critical/other existing credit,radio/tv,16141,no known savings,>=7,3,female div/dep/mar,none,4,real estate,60,none,for free,1,skilled,1,yes,yes,bad
no checking,32,existing paid,new car,15850,<100,<1,1,male single,none,2,no known property,35,none,own,2,skilled,1,yes,yes,good
no checking,19,critical/other existing credit,business,8895,<100,>=7,2,male single,none,4,real estate,31,none,own,1,skilled,1,yes,yes,good
0<=X<200,24,existing paid,new car,9060,<100,<1,3,male single,none,4,car,67,none,rent,1,skilled,1,none,yes,bad
<0,67,existing paid,used car,9078,<100,4<=X<7,4,female div/dep/mar,none,4,life insurance,68,none,rent,1,skilled,2,none,yes,bad
0<=X<200,69,existing paid,used car,5124,<100,1<=X<4,4,female div/dep/mar,none,3,life insurance,31,none,rent,1,skilled,1,none,yes,good
>=200,62,existing paid,new car,14017,<100,>=7,4,male single,none,4,no known property,35,none,own,2,unemp/unskilled non res,1,yes,yes,bad
<0,31,critical/other existing credit,new car,11163,<100,1<=X<4,3,male mar/wid,guarantor,1,life insurance,33,none,for free,1,skilled,2,yes,no,good
no checking,58,critical/other existing credit,radio/tv,16465,<100,1<=X<4,2,male single,none,4,car,44,none,rent,2,unskilled resident,2,none,no,good
0<=X<200,34,existing paid,business,14582,no known savings,<1,1,male single,none,1,real estate,62,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
>=200,36,existing paid,new car,4682,no known savings,<1,3,male single,none,2,real estate,46,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,63,critical/other existing credit,radio/tv,7515,<100,>=7,1,female div/dep/mar,none,3,real estate,60,none,for free,1,unskilled resident,1,yes,yes,good
0<=X<200,44,critical/other existing credit,radio/tv,6353,500<=X<1000,1<=X<4,2,male mar/wid,none,4,car,63,none,rent,2,unskilled resident,1,yes,yes,good
no checking,49,existing paid,education,11262,<100,1<=X<4,3,male single,co applicant,1,real estate,48,none,own,1,skilled,1,yes,yes,good
no checking,52,existing paid,furniture/equipment,16150,100<=X<500,>=7,3,female div/dep/mar,none,4,real estate,61,none,rent,1,skilled,2,none,yes,bad
<0,68,existing paid,used car,2281,>=1000,1<=X<4,1,male single,none,4,life insurance,53,none,own,1,skilled,1,yes,yes,good
no checking,45,delayed previously,used car,17883,no known savings,>=7,4,female div/dep/mar,co applicant,4,car,40,none,own,2,skilled,1,yes,yes,bad
0<=X<200,26,no credits/all paid,radio/tv,8769,<100,4<=X<7,3,male mar/wid,none,3,car,28,bank,own,2,skilled,1,none,yes,bad
no checking,30,delayed previously,repairs,9238,>=1000,4<=X<7,1,female div/dep/mar,none,4,real estate,29,none,own,2,skilled,1,none,yes,good
no checking,35,existing paid,new car,5549,<100,>=7,4,male single,none,2,real estate,56,none,own,1,unskilled resident,2,yes,yes,good
0<=X<200,6,critical/other existing credit,furniture/equipment,13202,no known savings,unemployed,1,female div/dep/mar,none,3,no known property,51,stores,own,1,skilled,1,none,yes,good
<0,63,existing paid,business,3344,<100,1<=X<4,4,male single,none,4,real estate,24,none,rent,1,unskilled resident,1,yes,yes,bad
<0,20,existing paid,domestic appliance,3227,100<=X<500,1<=X<4,1,male single,none,4,no known property,55,none,own,2,skilled,1,none,yes,good
0<=X<200,35,existing paid,business,17596,100<=X<500,<1,4,male single,none,4,no known property,25,stores,for free,2,skilled,1,none,yes,good
no checking,10,delayed previously,radio/tv,5975,100<=X<500,4<=X<7,1,male single,none,2,car,72,bank,own,1,skilled,2,none,yes,bad
<0,72,all paid,furniture/equipment,1518,<100,>=7,4,male single,none,2,real estate,62,none,for free,1,high qualif/self emp/mgmt,1,none,yes,good
<0,61,existing paid,radio/tv,16411,no known savings,1<=X<4,2,female div/dep/mar,none,2,car,30,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,43,existing paid,radio/tv,17006,<100,1<=X<4,4,female div/dep/mar,none,3,car,25,none,rent,2,skilled,1,none,yes,good
no checking,51,existing paid,new car,7867,100<=X<500,>=7,3,female div/dep/mar,none,2,car,20,stores,own,1,unskilled resident,1,none,yes,bad
0<=X<200,54,existing paid,radio/tv,15282,<100,1<=X<4,1,male mar/wid,none,2,life insurance,19,none,rent,1,skilled,1,none,yes,bad
<0,60,delayed previously,radio/tv,13184,<100,1<=X<4,4,male single,co applicant,4,real estate,41,none,own,3,skilled,1,none,yes,good
<0,40,critical/other existing credit,new car,12135,<100,1<=X<4,1,male single,none,4,real estate,43,none,rent,2,unskilled resident,2,none,yes,good
<0,58,existing paid,radio/tv,10046,<100,>=7,4,male single,none,4,life insurance,36,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
no checking,44,critical/other existing credit,radio/tv,6529,<100,1<=X<4,1,female div/dep/mar,none,4,car,62,none,own,2,unskilled resident,1,none,yes,bad
<0,23,existing paid,business,345,<100,>=7,3,female div/dep/mar,none,1,life insurance,25,none,own,1,unskilled resident,2,none,yes,bad
>=200,36,all paid,new car,15728,<100,>=7,4,female div/dep/mar,none,1,life insurance,69,none,own,1,unemp/unskilled non res,1,none,yes,good
0<=X<200,43,all paid,used car,7271,500<=X<1000,1<=X<4,3,male single,none,4,life insurance,72,none,for free,1,skilled,1,none,yes,bad
>=200,37,existing paid,radio/tv,15435,no known savings,1<=X<4,2,female div/dep/mar,none,3,car,21,none,rent,2,skilled,2,none,yes,good
no checking,65,critical/other existing credit,used car,6118,<100,>=7,4,male div/sep,none,3,no known property,47,none,rent,2,skilled,1,none,yes,good
no checking,22,critical/other existing credit,radio/tv,13321,<100,1<=X<4,4,male single,none,1,real estate,28,none,own,1,skilled,1,yes,yes,bad
<0,46,critical/other existing credit,radio/tv,8291,<100,>=7,4,male mar/wid,none,2,life insurance,61,none,own,2,skilled,1,yes,yes,good
<0,72,existing paid,new car,16765,<100,>=7,3,female div/dep/mar,none,4,real estate,23,none,own,1,skilled,1,yes,yes,bad
<0,66,existing paid,furniture/equipment,11557,100<=X<500,4<=X<7,3,female div/dep/mar,none,4,car,52,none,own,2,unskilled resident,1,none,yes,good
no checking,13,existing paid,furniture/equipment,7540,<100,4<=X<7,2,male div/sep,none,4,car,26,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad
no checking,16,existing paid,furniture/equipment,15745,<100,>=7,2,male single,none,3,no known property,32,none,own,1,skilled,1,none,yes,good
>=200,8,existing paid,business,6766,<100,>=7,4,male single,none,3,real estate,58,none,own,1,high qualif/self emp/mgmt,2,yes,yes,good
>=200,61,all paid,repairs,9591,<100,1<=X<4,2,female div/dep/mar,none,4,no known property,73,none,own,2,unskilled resident,1,yes,yes,good
no checking,62,existing paid,radio/tv,11952,no known savings,unemployed,3,female div/dep/mar,none,3,real estate,24,none,own,1,skilled,1,none,yes,good
<0,62,existing paid,radio/tv,1057,no known savings,1<=X<4,3,male single,none,3,car,19,bank,own,2,skilled,1,none,yes,bad
no checking,18,critical/other existing credit,furniture/equipment,13281,<100,4<=X<7,4,male single,none,4,real estate,74,none,own,1,unskilled resident,1,yes,yes,good
0<=X<200,4,critical/other existing credit,business,16684,<100,1<=X<4,4,male div/sep,none,4,no known property,51,none,rent,2,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,41,critical/other existing credit,radio/tv,11650,no known savings,>=7,4,male single,none,4,car,58,none,own,1,high qualif/self emp/mgmt,2,yes,yes,good
0<=X<200,56,delayed previously,radio/tv,16689,no known savings,1<=X<4,3,female div/dep/mar,none,2,car,29,none,own,1,skilled,1,yes,no,bad
<0,55,existing paid,education,3914,<100,4<=X<7,4,male single,none,3,car,68,none,own,1,skilled,1,yes,yes,good
<0,4,delayed previously,used car,993,<100,<1,4,male single,none,4,real estate,42,none,own,2,skilled,1,none,yes,good
no checking,14,critical/other existing credit,domestic appliance,6280,<100,>=7,1,male single,guarantor,1,real estate,28,none,own,1,high qualif/self emp/mgmt,1,yes,no,good
<0,61,existing paid,new car,14911,<100,1<=X<4,1,male single,none,4,no known property,62,none,own,1,skilled,1,yes,yes,bad
>=200,43,existing paid,furniture/equipment,15225,<100,<1,1,male mar/wid,none,2,life insurance,70,none,own,2,skilled,1,yes,yes,good
<0,63,critical/other existing credit,used car,329,<100,1<=X<4,3,male single,guarantor,4,real estate,41,none,own,2,skilled,2,none,yes,good
0<=X<200,47,existing paid,business,15059,<100,>=7,4,male single,none,4,life insurance,34,bank,own,1,skilled,1,none,yes,bad
0<=X<200,9,existing paid,education,12382,<100,1<=X<4,2,male single,none,2,car,55,none,own,4,high qualif/self emp/mgmt,2,none,yes,good
0<=X<200,31,existing paid,radio/tv,3216,>=1000,<1,3,male single,none,3,real estate,34,none,own,2,unskilled resident,2,none,yes,good
no checking,34,existing paid,radio/tv,15784,<100,>=7,4,male single,none,4,real estate,74,none,own,1,unskilled resident,2,yes,yes,bad
0<=X<200,11,existing paid,radio/tv,3978,<100,4<=X<7,4,female div/dep/mar,none,4,real estate,62,none,rent,1,skilled,1,none,yes,good
>=200,8,existing paid,business,4786,<100,>=7,4,male mar/wid,none,2,life insurance,49,none,own,2,skilled,2,none,yes,good
0<=X<200,57,no credits/all paid,furniture/equipment,16759,<100,1<=X<4,2,male single,none,4,no known property,24,bank,rent,2,unskilled resident,1,yes,yes,good
no checking,20,no credits/all paid,furniture/equipment,6063,no known savings,1<=X<4,1,male single,none,3,no known property,48,bank,rent,1,skilled,1,none,yes,bad
no checking,41,critical/other existing credit,new car,1197,<100,>=7,1,female div/dep/mar,none,3,car,55,none,for free,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,12,existing paid,radio/tv,12815,<100,1<=X<4,1,male single,none,1,real estate,19,none,for free,1,skilled,2,none,yes,good
<0,17,existing paid,radio/tv,16094,500<=X<1000,4<=X<7,2,male single,none,4,no known property,69,bank,rent,1,skilled,1,yes,yes,good
<0,29,existing paid,furniture/equipment,844,<100,1<=X<4,3,female div/dep/mar,none,2,car,60,none,own,1,skilled,1,none,no,bad
<0,65,critical/other existing credit,new car,16774,no known savings,1<=X<4,1,male mar/wid,none,3,real estate,43,none,own,1,skilled,1,yes,yes,good
>=200,28,existing paid,education,14267,<100,<1,2,male div/sep,none,4,no known property,64,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
<0,39,existing paid,new car,4455,<100,<1,2,female div/dep/mar,none,2,car,75,none,own,2,skilled,1,yes,yes,good
0<=X<200,36,critical/other existing credit,radio/tv,8032,<100,unemployed,4,male single,none,3,car,39,none,for free,1,skilled,2,none,yes,good
>=200,6,critical/other existing credit,business,2910,<100,unemployed,4,male single,none,2,car,53,none,own,1,skilled,1,none,yes,bad
0<=X<200,14,existing paid,furniture/equipment,16263,no known savings,>=7,3,male single,none,4,real estate,56,none,own,1,skilled,2,none,yes,good
no checking,61,critical/other existing credit,used car,7106,>=1000,1<=X<4,2,male div/sep,none,3,real estate,23,none,own,1,skilled,1,none,yes,bad
<0,67,existing paid,radio/tv,6339,<100,4<=X<7,3,male mar/wid,co applicant,4,car,67,none,own,2,high qualif/self emp/mgmt,2,none,yes,good
<0,21,existing paid,repairs,5568,<100,>=7,1,male div/sep,none,4,real estate,68,none,for free,2,skilled,1,none,yes,bad
no checking,50,existing paid,radio/tv,15655,no known savings,1<=X<4,2,female div/dep/mar,none,4,life insurance,30,bank,own,1,skilled,1,none,yes,good
0<=X<200,47,all paid,business,8312,no known savings,<1,4,male div/sep,none,4,car,23,none,own,1,unskilled resident,1,none,yes,good
no checking,62,critical/other existing credit,new car,17674,<100,4<=X<7,4,male single,none,3,car,27,none,own,1,unskilled resident,1,none,yes,bad
0<=X<200,53,existing paid,furniture/equipment,8756,<100,4<=X<7,4,male mar/wid,none,2,life insurance,62,none,own,1,unskilled resident,2,none,yes,bad
